SalesOrderNumber_num,Country,Region
53809,France,France
53810,United Kingdom,United Kingdom
53811,France,France
53812,United Kingdom,United Kingdom
53813,United Kingdom,United Kingdom
53814,Germany,Germany
53815,France,France
53816,United Kingdom,United Kingdom
53817,United Kingdom,United Kingdom
53818,United States,Northwest
53819,United States,Southwest
53820,Canada,Canada
53821,United States,Northwest
53822,Australia,Australia
53823,United States,Southwest
53824,Australia,Australia
53825,United States,Southwest
53826,United States,Northwest
53827,United States,Southwest
53828,France,France
53829,United Kingdom,United Kingdom
53830,Australia,Australia
53831,United States,Northwest
53832,Australia,Australia
53833,Australia,Australia
53834,Canada,Canada
53835,Canada,Canada
53836,United States,Northwest
53837,Canada,Canada
53838,Canada,Canada
53839,United States,Northwest
53840,Canada,Canada
53841,United States,Northwest
53842,United States,Northwest
53843,United States,Southwest
53844,United States,Southwest
53845,United States,Southwest
53846,United States,Northwest
53847,France,France
53848,United Kingdom,United Kingdom
53849,United Kingdom,United Kingdom
53850,Germany,Germany
53851,Germany,Germany
53852,United States,Southwest
53853,United States,Southwest
53854,United States,Southwest
53855,United States,Southwest
53856,United States,Southwest
53857,United States,Southwest
53858,United States,Southwest
53859,United States,Southwest
53860,United Kingdom,United Kingdom
53861,France,France
53862,Australia,Australia
53863,Australia,Australia
53864,Australia,Australia
53865,Australia,Australia
53866,Australia,Australia
53867,United States,Southwest
53868,Canada,Canada
53869,United States,Northwest
53870,United States,Southwest
53871,Germany,Germany
53872,United Kingdom,United Kingdom
53873,United Kingdom,United Kingdom
53874,Australia,Australia
53875,Australia,Australia
53876,Germany,Germany
53877,France,France
53878,United Kingdom,United Kingdom
53879,Australia,Australia
53880,Australia,Australia
53881,Australia,Australia
53882,Australia,Australia
53883,United Kingdom,United Kingdom
53884,United States,Northwest
53885,United States,Southwest
53886,United States,Southwest
53887,United States,Southwest
53888,United States,Southwest
53889,United States,Northwest
53890,United States,Southwest
53891,United States,Southwest
53892,Canada,Canada
53893,United States,Northwest
53894,United States,Northwest
53895,United States,Southwest
53896,United States,Southwest
53897,United States,Northwest
53898,United States,Northwest
53899,Canada,Canada
53900,United States,Southwest
53901,Germany,Germany
53902,United Kingdom,United Kingdom
53903,Germany,Germany
53904,United Kingdom,United Kingdom
53905,United Kingdom,United Kingdom
53906,United States,Southwest
53907,France,France
53908,United States,Southwest
53909,Canada,Canada
53910,Australia,Australia
53911,Australia,Australia
53912,Australia,Australia
53913,Australia,Australia
53914,United States,Southwest
53915,Australia,Australia
53916,Australia,Australia
53917,United Kingdom,United Kingdom
53918,United Kingdom,United Kingdom
53919,Germany,Germany
53920,Australia,Australia
53921,Australia,Australia
53922,United States,Southwest
53923,Australia,Australia
53924,Australia,Australia
53925,Australia,Australia
53926,Australia,Australia
53927,Australia,Australia
53928,Australia,Australia
53929,Australia,Australia
53930,United States,Northwest
53931,United States,Northwest
53932,United States,Southwest
53933,United States,Northwest
53934,United States,Northwest
53935,United States,Southwest
53936,United States,Northwest
53937,United States,Southwest
53938,United States,Northwest
53939,United States,Northwest
53940,United States,Southwest
53941,United States,Southwest
53942,Canada,Canada
53943,Canada,Canada
53944,United States,Southwest
53945,Canada,Canada
53946,Canada,Canada
53947,United States,Southwest
53948,France,France
53949,Germany,Germany
53950,United Kingdom,United Kingdom
53951,Germany,Germany
53952,United Kingdom,United Kingdom
53953,United Kingdom,United Kingdom
53954,France,France
53955,United Kingdom,United Kingdom
53956,Germany,Germany
53957,France,France
53958,United States,Northwest
53959,United States,Southwest
53960,United States,Northwest
53961,Canada,Canada
53962,United States,Southwest
53963,Canada,Canada
53964,Canada,Canada
53965,United States,Southwest
53966,Australia,Australia
53967,Australia,Australia
53968,Australia,Australia
53969,Australia,Australia
53970,Australia,Australia
53971,Australia,Australia
53972,Australia,Australia
53973,United States,Southwest
53974,France,France
53975,United Kingdom,United Kingdom
53976,United Kingdom,United Kingdom
53977,Australia,Australia
53978,United Kingdom,United Kingdom
53979,United Kingdom,United Kingdom
53980,United States,Southwest
53981,United States,Southwest
53982,Australia,Australia
53983,Australia,Australia
53984,Australia,Australia
53985,Australia,Australia
53986,Australia,Australia
53987,Australia,Australia
53988,Australia,Australia
53989,Australia,Australia
53990,Australia,Australia
53991,United States,Northwest
53992,United States,Southwest
53993,Canada,Canada
53994,Canada,Canada
53995,United States,Northwest
53996,Canada,Canada
53997,Canada,Canada
53998,United States,Northwest
53999,United States,Southwest
54000,Canada,Canada
54001,United States,Southwest
54002,United States,Northwest
54003,United States,Southwest
54004,United States,Northwest
54005,United Kingdom,United Kingdom
54006,United States,Southwest
54007,Germany,Germany
54008,United Kingdom,United Kingdom
54009,Germany,Germany
54010,France,France
54011,United Kingdom,United Kingdom
54012,Germany,Germany
54013,United Kingdom,United Kingdom
54014,United Kingdom,United Kingdom
54015,Germany,Germany
54016,France,France
54017,Canada,Canada
54018,Canada,Canada
54019,United States,Southwest
54020,United States,Northwest
54021,Canada,Canada
54022,United States,Northwest
54023,United States,Southwest
54024,United States,Southwest
54025,Canada,Canada
54026,United Kingdom,United Kingdom
54027,United Kingdom,United Kingdom
54028,Australia,Australia
54029,United States,Northwest
54030,Canada,Canada
54031,Australia,Australia
54032,United States,Southwest
54033,United States,Northwest
54034,United States,Southwest
54035,United Kingdom,United Kingdom
54036,Germany,Germany
54037,Germany,Germany
54038,Australia,Australia
54039,France,France
54040,France,France
54041,Australia,Australia
54042,Australia,Australia
54043,Australia,Australia
54044,Australia,Australia
54045,Australia,Australia
54046,Australia,Australia
54047,Australia,Australia
54048,United Kingdom,United Kingdom
54049,United Kingdom,United Kingdom
54050,United States,Southwest
54051,Canada,Canada
54052,United States,Northwest
54053,Canada,Canada
54054,United States,Southwest
54055,Canada,Canada
54056,United States,Southwest
54057,United States,Southwest
54058,United States,Southwest
54059,United States,Southwest
54060,United States,Southwest
54061,United States,Northwest
54062,United States,Northwest
54063,United States,Southwest
54064,United States,Southwest
54065,United States,Southwest
54066,Germany,Germany
54067,Germany,Germany
54068,Canada,Canada
54069,United Kingdom,United Kingdom
54070,United Kingdom,United Kingdom
54071,United Kingdom,United Kingdom
54072,France,France
54073,France,France
54074,United Kingdom,United Kingdom
54075,Germany,Germany
54076,Germany,Germany
54077,United Kingdom,United Kingdom
54078,United States,Southwest
54079,Canada,Canada
54080,United States,Northwest
54081,United States,Northwest
54082,Canada,Canada
54083,United States,Northwest
54084,Germany,Germany
54085,Canada,Canada
54086,United States,Northwest
54087,Canada,Canada
54088,United States,Southwest
54089,United States,Southwest
54090,United States,Southwest
54091,United States,Southwest
54092,United States,Southwest
54093,United States,Southwest
54094,United States,Northwest
54095,France,France
54096,Australia,Australia
54097,Australia,Australia
54098,United States,Southwest
54099,United States,Northwest
54100,France,France
54101,United Kingdom,United Kingdom
54102,France,France
54103,Australia,Australia
54104,France,France
54105,United Kingdom,United Kingdom
54106,Australia,Australia
54107,Australia,Australia
54108,Australia,Australia
54109,France,France
54110,United Kingdom,United Kingdom
54111,France,France
54112,Canada,Canada
54113,Canada,Canada
54114,Canada,Canada
54115,United States,Northwest
54116,Canada,Canada
54117,Canada,Canada
54118,Canada,Canada
54119,United Kingdom,United Kingdom
54120,Germany,Germany
54121,United Kingdom,United Kingdom
54122,United Kingdom,United Kingdom
54123,United Kingdom,United Kingdom
54124,France,France
54125,France,France
54126,United Kingdom,United Kingdom
54127,France,France
54128,France,France
54129,United States,Southwest
54130,United States,Northwest
54131,United States,Southwest
54132,United States,Southwest
54133,United States,Southwest
54134,United Kingdom,United Kingdom
54135,France,France
54136,Australia,Australia
54137,Australia,Australia
54138,Australia,Australia
54139,Australia,Australia
54140,Australia,Australia
54141,United States,Southwest
54142,United States,Northwest
54143,United States,Southwest
54144,Canada,Canada
54145,United Kingdom,United Kingdom
54146,France,France
54147,Germany,Germany
54148,Australia,Australia
54149,Germany,Germany
54150,Australia,Australia
54151,Australia,Australia
54152,Australia,Australia
54153,United States,Southwest
54154,United States,Northwest
54155,United States,Southwest
54156,United States,Northwest
54157,United States,Northwest
54158,United States,Southwest
54159,United States,Northwest
54160,United States,Southwest
54161,Canada,Canada
54162,Germany,Germany
54163,United Kingdom,United Kingdom
54164,United Kingdom,United Kingdom
54165,France,France
54166,United Kingdom,United Kingdom
54167,France,France
54168,United Kingdom,United Kingdom
54169,Germany,Germany
54170,United States,Northwest
54171,United States,Southwest
54172,United States,Southwest
54173,United States,Southwest
54174,United States,Northwest
54175,Germany,Germany
54176,Australia,Australia
54177,United States,Northwest
54178,United States,Southwest
54179,United States,Southwest
54180,United States,Southwest
54181,France,France
54182,United Kingdom,United Kingdom
54183,Germany,Germany
54184,Germany,Germany
54185,Australia,Australia
54186,Australia,Australia
54187,Australia,Australia
54188,Australia,Australia
54189,Germany,Germany
54190,Germany,Germany
54191,United States,Southwest
54192,Australia,Australia
54193,Australia,Australia
54194,Australia,Australia
54195,Australia,Australia
54196,Australia,Australia
54197,Australia,Australia
54198,Australia,Australia
54199,Australia,Australia
54200,Australia,Australia
54201,Australia,Australia
54202,Australia,Australia
54203,United Kingdom,United Kingdom
54204,United Kingdom,United Kingdom
54205,Canada,Canada
54206,Canada,Canada
54207,Canada,Canada
54208,Canada,Canada
54209,United States,Northwest
54210,United States,Southwest
54211,United States,Southwest
54212,Canada,Canada
54213,United States,Southwest
54214,Canada,Canada
54215,United States,Southwest
54216,United States,Northwest
54217,Canada,Canada
54218,Canada,Canada
54219,Canada,Canada
54220,United States,Southwest
54221,Canada,Canada
54222,United States,Southwest
54223,Canada,Canada
54224,France,France
54225,United States,Southwest
54226,United Kingdom,United Kingdom
54227,France,France
54228,United Kingdom,United Kingdom
54229,France,France
54230,United States,Northwest
54231,United States,Northwest
54232,United States,Southwest
54233,United States,Southwest
54234,United States,Southwest
54235,Australia,Australia
54236,Australia,Australia
54237,Australia,Australia
54238,Australia,Australia
54239,Australia,Australia
54240,Australia,Australia
54241,Australia,Australia
54242,Australia,Australia
54243,United States,Southwest
54244,United States,Northwest
54245,Germany,Germany
54246,United Kingdom,United Kingdom
54247,France,France
