,SalesOrderNumber,Cluster Labels without Region,Cluster Labels with Region
9683,55892,0,2
9684,55893,0,2
9685,55894,1,2
9686,55895,0,2
9687,55896,1,2
9688,55897,2,2
9689,55898,1,2
9690,55899,1,2
9691,55900,2,2
9692,55901,0,2
9693,55902,1,2
9694,55903,1,2
9695,55904,1,2
9696,55905,1,2
9697,55906,0,2
9698,55907,0,2
9699,55908,0,2
9700,55909,2,2
9701,55910,2,2
9702,55911,1,2
9703,55912,0,0
9704,55913,0,2
9705,55914,1,2
9706,55915,0,2
9707,55916,0,2
9708,55917,0,2
9709,55918,2,2
9710,55919,0,2
9711,55920,1,0
9712,55921,2,2
9713,55922,1,0
9714,55923,1,0
9715,55924,1,0
9716,55925,1,0
9717,55926,0,2
9718,55927,0,2
9719,55928,0,2
9720,55929,0,2
9721,55930,0,2
9722,55931,1,2
9723,55932,0,2
9724,55933,1,2
9725,55934,0,2
9726,55935,1,2
9727,55936,0,2
9728,55937,0,2
9729,55938,0,2
9730,55939,1,2
9731,55940,1,2
9732,55941,0,2
9733,55942,0,2
9734,55943,1,2
9735,55944,0,2
9736,55945,1,2
9737,55946,2,2
9738,55947,2,2
9739,55948,0,2
9740,55949,1,2
9741,55950,2,2
9742,55951,1,2
9743,55952,2,2
9744,55953,0,2
9745,55954,0,2
9746,55955,0,2
9747,55956,0,2
9748,55957,1,0
9749,55958,1,2
9750,55959,0,2
9751,55960,2,2
9752,55961,0,2
9753,55962,0,2
9754,55963,0,2
9755,55964,0,2
9756,55965,0,2
9757,55966,0,2
9758,55967,2,2
9759,55968,1,0
9760,55969,2,2
9761,55970,1,0
9762,55971,0,2
9763,55972,2,2
9764,55973,1,2
9765,55974,0,2
9766,55975,0,2
9767,55976,1,2
9768,55977,2,2
9769,55978,1,0
9770,55979,1,0
9771,55980,0,2
9772,55981,1,2
9773,55982,0,2
9774,55983,1,2
9775,55984,0,2
9776,55985,0,2
9777,55986,0,2
9778,55987,0,2
9779,55988,1,2
9780,55989,1,2
9781,55990,0,2
9782,55991,1,2
9783,55992,1,2
9784,55993,1,2
9785,55994,0,2
9786,55995,0,2
9787,55996,1,2
9788,55997,1,2
9789,55998,1,2
9790,55999,1,2
9791,56000,1,2
9792,56001,2,2
9793,56002,1,2
9794,56003,1,2
9795,56004,1,2
9796,56005,0,2
9797,56006,0,2
9798,56007,0,2
9799,56008,0,0
9800,56009,0,2
9801,56010,0,2
9802,56011,1,2
9803,56012,1,2
9804,56013,0,2
9805,56014,1,0
9806,56015,1,0
9807,56016,1,2
9808,56017,1,2
9809,56018,1,2
9810,56019,1,2
9811,56020,2,2
9812,56021,0,2
9813,56022,0,2
9814,56023,0,2
9815,56024,1,2
9816,56025,0,2
9817,56026,0,2
9818,56027,1,0
9819,56028,1,0
9820,56029,1,2
9821,56030,1,2
9822,56031,0,2
9823,56032,1,2
9824,56033,1,2
9825,56034,1,2
9826,56035,1,2
9827,56036,0,2
9828,56037,1,2
9829,56038,1,2
9830,56039,0,2
9831,56040,1,2
9832,56041,0,2
9833,56042,0,2
9834,56043,0,2
9835,56044,0,2
9836,56045,0,2
9837,56046,2,2
9838,56047,1,2
9839,56048,1,2
9840,56049,0,2
9841,56050,0,2
9842,56051,1,2
9843,56052,0,2
9844,56053,0,2
9845,56054,0,2
9846,56055,0,2
9847,56056,1,2
9848,56057,1,2
9849,56058,0,2
9850,56059,0,2
9851,56060,0,2
9852,56061,1,0
9853,56062,0,2
9854,56063,0,2
9855,56064,0,2
9856,56065,0,2
9857,56066,1,0
9858,56067,1,0
9859,56068,0,2
9860,56069,0,2
9861,56070,0,2
9862,56071,0,2
9863,56072,0,2
9864,56073,1,2
9865,56074,0,2
9866,56075,0,2
9867,56076,0,2
9868,56077,0,2
9869,56078,1,2
9870,56079,2,2
9871,56080,0,2
9872,56081,2,2
9873,56082,1,2
9874,56083,0,2
9875,56084,0,2
9876,56085,0,2
9877,56086,0,2
9878,56087,0,2
9879,56088,0,2
9880,56089,0,2
9881,56090,1,2
9882,56091,1,2
9883,56092,1,2
9884,56093,2,2
9885,56094,1,2
9886,56095,1,2
9887,56096,1,2
9888,56097,1,2
9889,56098,2,2
9890,56099,1,2
9891,56100,1,2
9892,56101,0,2
9893,56102,0,2
9894,56103,2,2
9895,56104,0,2
9896,56105,1,2
9897,56106,0,2
9898,56107,1,0
9899,56108,1,2
9900,56109,1,2
9901,56110,2,2
9902,56111,0,2
9903,56112,0,2
9904,56113,0,2
9905,56114,0,2
9906,56115,0,2
9907,56116,0,2
9908,56117,0,2
9909,56118,0,2
9910,56119,0,2
9911,56120,0,2
9912,56121,2,2
9913,56122,0,2
9914,56123,1,2
9915,56124,1,0
9916,56125,2,2
9917,56126,1,0
9918,56127,2,2
9919,56128,0,2
9920,56129,0,2
9921,56130,0,2
9922,56131,1,2
9923,56132,0,2
9924,56133,2,2
9925,56134,1,0
9926,56135,0,2
9927,56136,2,2
9928,56137,2,2
9929,56138,0,2
9930,56139,1,2
9931,56140,1,2
9932,56141,1,2
9933,56142,1,2
9934,56143,0,2
9935,56144,0,2
9936,56145,0,2
9937,56146,1,2
9938,56147,0,2
9939,56148,1,2
9940,56149,1,2
9941,56150,0,2
9942,56151,0,2
9943,56152,0,2
9944,56153,0,2
9945,56154,1,2
9946,56155,1,2
9947,56156,1,2
9948,56157,0,2
9949,56158,0,2
9950,56159,1,2
9951,56160,2,2
9952,56161,1,2
9953,56162,1,2
9954,56163,1,2
9955,56164,2,2
9956,56165,1,2
9957,56166,1,2
9958,56167,0,2
9959,56168,1,2
9960,56169,0,2
9961,56170,2,2
9962,56171,2,2
9963,56172,1,2
9964,56173,0,2
9965,56174,0,2
9966,56175,0,2
9967,56176,0,0
9968,56177,0,2
9969,56178,1,2
9970,56179,0,2
9971,56180,0,2
9972,56181,0,2
9973,56182,1,2
9974,56183,2,2
9975,56184,0,2
9976,56185,0,2
9977,56186,2,2
9978,56187,0,2
9979,56188,2,2
9980,56189,0,2
9981,56190,1,2
9982,56191,1,2
9983,56192,0,2
9984,56193,1,0
9985,56194,1,2
9986,56195,0,2
9987,56196,1,2
9988,56197,0,2
9989,56198,1,2
9990,56199,1,2
9991,56200,2,2
9992,56201,0,2
9993,56202,1,2
9994,56203,0,2
9995,56204,0,2
9996,56205,1,2
9997,56206,1,2
9998,56207,1,2
9999,56208,1,2
10000,56209,1,2
10001,56210,1,2
10002,56211,0,2
10003,56212,0,2
10004,56213,1,2
10005,56214,2,2
10006,56215,0,2
10007,56216,0,2
10008,56217,0,2
10009,56218,0,2
10010,56219,0,0
10011,56220,0,2
10012,56221,0,2
10013,56222,2,2
10014,56223,1,2
10015,56224,1,0
10016,56225,2,2
10017,56226,2,2
10018,56227,1,0
10019,56228,2,2
10020,56229,0,2
10021,56230,0,2
10022,56231,0,2
10023,56232,1,0
10024,56233,0,2
10025,56234,0,2
10026,56235,0,2
10027,56236,0,2
10028,56237,2,2
10029,56238,0,2
10030,56239,1,2
10031,56240,0,2
10032,56241,0,2
10033,56242,0,2
10034,56243,0,2
10035,56244,0,2
10036,56245,0,2
10037,56246,0,2
10038,56247,0,2
10039,56248,0,2
10040,56249,2,2
10041,56250,1,2
10042,56251,0,2
10043,56252,1,2
10044,56253,1,2
10045,56254,2,2
10046,56255,0,2
10047,56256,0,2
10048,56257,1,2
10049,56258,0,2
10050,56259,1,0
10051,56260,0,2
10052,56261,1,2
10053,56262,0,2
10054,56263,1,0
10055,56264,0,2
10056,56265,0,2
10057,56266,0,2
10058,56267,0,2
10059,56268,0,0
10060,56269,0,0
10061,56270,0,2
10062,56271,0,2
10063,56272,0,2
10064,56273,1,2
10065,56274,0,2
10066,56275,0,2
10067,56276,1,0
10068,56277,0,2
10069,56278,1,2
10070,56279,0,2
10071,56280,0,2
10072,56281,0,2
10073,56282,1,2
10074,56283,1,2
10075,56284,0,2
10076,56285,0,2
10077,56286,0,2
10078,56287,1,2
10079,56288,0,2
10080,56289,1,2
10081,56290,0,2
10082,56291,0,2
10083,56292,0,2
10084,56293,0,2
10085,56294,2,2
10086,56295,1,2
10087,56296,0,2
10088,56297,0,2
10089,56298,0,2
10090,56299,1,2
10091,56300,1,2
10092,56301,1,2
10093,56302,1,2
10094,56303,1,2
10095,56304,1,2
10096,56305,2,2
10097,56306,1,2
10098,56307,1,2
10099,56308,0,2
10100,56309,0,2
10101,56310,1,2
10102,56311,1,2
10103,56312,0,2
10104,56313,0,2
10105,56314,1,0
10106,56315,0,2
10107,56316,2,2
10108,56317,1,0
10109,56318,2,2
10110,56319,0,2
10111,56320,1,0
10112,56321,0,2
10113,56322,0,0
10114,56323,0,2
10115,56324,0,2
10116,56325,1,2
10117,56326,1,2
10118,56327,0,2
10119,56328,0,2
10120,56329,0,2
10121,56330,0,2
10122,56331,1,0
10123,56332,0,2
10124,56333,0,2
10125,56334,2,2
10126,56335,2,2
10127,56336,1,0
10128,56337,1,0
10129,56338,0,2
10130,56339,0,2
10131,56340,2,2
10132,56341,1,2
10133,56342,1,2
10134,56343,1,0
10135,56344,1,0
10136,56345,0,2
10137,56346,2,2
10138,56347,0,2
10139,56348,1,2
10140,56349,0,2
10141,56350,0,2
10142,56351,0,2
10143,56352,1,2
10144,56353,1,2
10145,56354,0,2
10146,56355,0,2
10147,56356,0,2
10148,56357,1,2
10149,56358,1,2
10150,56359,2,2
10151,56360,1,2
10152,56361,0,2
10153,56362,0,2
10154,56363,1,2
10155,56364,0,2
10156,56365,0,2
10157,56366,0,2
10158,56367,0,2
10159,56368,2,2
10160,56369,0,2
10161,56370,1,2
10162,56371,0,2
10163,56372,1,2
10164,56373,0,2
10165,56374,1,2
10166,56375,1,2
10167,56376,2,2
10168,56377,1,0
10169,56378,1,0
10170,56379,1,2
10171,56380,0,2
10172,56381,2,2
10173,56382,1,2
10174,56383,0,2
10175,56384,0,2
10176,56385,1,2
10177,56386,0,2
10178,56387,2,2
10179,56388,1,0
10180,56389,0,2
10181,56390,1,2
10182,56391,1,2
10183,56392,1,2
10184,56393,0,2
10185,56394,2,2
10186,56395,1,2
10187,56396,0,2
10188,56397,2,2
10189,56398,0,2
10190,56399,0,2
10191,56400,0,2
10192,56401,0,2
10193,56402,0,2
10194,56403,0,2
10195,56404,1,2
10196,56405,1,2
10197,56406,0,2
10198,56407,1,2
10199,56408,1,2
10200,56409,1,2
10201,56410,1,2
10202,56411,1,2
10203,56412,1,2
10204,56413,1,2
10205,56414,2,2
10206,56415,0,2
10207,56416,1,2
10208,56417,0,2
10209,56418,2,2
10210,56419,0,2
10211,56420,1,2
10212,56421,1,0
10213,56422,1,0
10214,56423,1,0
10215,56424,0,2
10216,56425,2,2
10217,56426,1,2
10218,56427,1,2
10219,56428,2,2
10220,56429,1,2
10221,56430,0,2
10222,56431,1,2
10223,56432,2,2
10224,56433,1,2
10225,56434,0,2
10226,56435,1,2
10227,56436,1,2
10228,56437,1,2
10229,56438,0,2
10230,56439,0,2
10231,56440,0,2
10232,56441,1,0
10233,56442,1,2
10234,56443,2,2
10235,56444,1,0
10236,56445,1,1
10237,56446,1,2
10238,56447,1,2
10239,56448,0,2
10240,56449,1,2
10241,56450,0,2
10242,56451,0,2
10243,56452,1,2
10244,56453,0,2
10245,56454,1,2
10246,56455,0,2
10247,56456,0,2
10248,56457,2,2
10249,56458,0,2
10250,56459,0,2
10251,56460,1,2
10252,56461,1,2
10253,56462,1,2
10254,56463,1,2
10255,56464,1,2
10256,56465,0,2
10257,56466,0,2
10258,56467,1,2
10259,56468,1,2
10260,56469,0,2
10261,56470,0,2
10262,56471,0,2
10263,56472,0,2
10264,56473,0,2
10265,56474,2,2
10266,56475,0,2
10267,56476,2,2
10268,56477,0,2
10269,56478,0,2
10270,56479,1,0
10271,56480,1,2
10272,56481,1,2
10273,56482,1,0
10274,56483,2,2
10275,56484,2,2
10276,56485,1,0
10277,56486,1,0
10278,56487,0,2
10279,56488,1,2
10280,56489,0,2
10281,56490,0,2
10282,56491,0,2
10283,56492,0,2
10284,56493,2,2
10285,56494,0,2
10286,56495,0,2
10287,56496,0,2
10288,56497,2,2
10289,56498,0,2
10290,56499,1,2
10291,56500,1,2
10292,56501,0,2
10293,56502,0,2
10294,56503,2,2
10295,56504,1,2
10296,56505,0,2
10297,56506,1,2
10298,56507,1,2
10299,56508,1,2
10300,56509,0,2
10301,56510,0,2
10302,56511,0,2
10303,56512,0,2
10304,56513,2,2
10305,56514,1,2
10306,56515,1,2
10307,56516,1,2
10308,56517,2,2
10309,56518,1,2
10310,56519,1,2
10311,56520,2,2
10312,56521,1,2
10313,56522,0,2
10314,56523,2,2
10315,56524,2,2
10316,56525,1,0
10317,56526,0,2
10318,56527,1,0
10319,56528,0,2
10320,56529,2,2
10321,56530,0,2
10322,56531,1,2
10323,56532,0,0
10324,56533,0,2
10325,56534,1,2
10326,56535,0,2
10327,56536,1,2
10328,56537,0,2
10329,56538,1,2
10330,56539,0,2
10331,56540,1,0
10332,56541,0,2
10333,56542,1,0
10334,56543,1,2
10335,56544,0,2
10336,56545,0,2
10337,56546,2,2
10338,56547,0,2
10339,56548,0,2
10340,56549,0,2
10341,56550,1,2
10342,56551,2,2
10343,56552,0,2
10344,56553,1,0
10345,56554,1,2
10346,56555,0,2
10347,56556,1,2
10348,56557,0,2
10349,56558,0,2
10350,56559,0,2
10351,56560,1,2
10352,56561,0,2
10353,56562,1,2
10354,56563,0,2
10355,56564,0,2
10356,56565,0,2
10357,56566,1,2
10358,56567,0,2
10359,56568,1,2
10360,56569,1,2
10361,56570,1,2
10362,56571,1,2
10363,56572,2,2
10364,56573,1,2
10365,56574,0,2
10366,56575,1,2
10367,56576,0,2
10368,56577,1,2
10369,56578,1,2
10370,56579,1,2
10371,56580,0,2
10372,56581,0,2
10373,56582,2,2
10374,56583,0,2
10375,56584,0,2
10376,56585,0,2
10377,56586,2,2
10378,56587,0,2
10379,56588,2,2
10380,56589,1,2
10381,56590,1,2
10382,56591,0,2
10383,56592,1,2
10384,56593,1,0
10385,56594,1,2
10386,56595,1,2
10387,56596,1,2
10388,56597,1,0
10389,56598,1,0
10390,56599,1,0
10391,56600,1,2
10392,56601,0,2
10393,56602,1,2
10394,56603,2,2
10395,56604,0,2
10396,56605,0,2
10397,56606,0,2
10398,56607,1,0
10399,56608,2,2
10400,56609,2,2
10401,56610,1,2
10402,56611,0,2
10403,56612,0,2
10404,56613,0,2
10405,56614,0,2
10406,56615,0,2
10407,56616,2,2
10408,56617,0,2
10409,56618,0,2
10410,56619,2,2
10411,56620,2,2
10412,56621,1,2
10413,56622,0,2
10414,56623,1,2
10415,56624,2,2
10416,56625,0,2
10417,56626,0,2
10418,56627,1,2
10419,56628,1,2
10420,56629,1,2
10421,56630,1,2
10422,56631,1,2
10423,56632,1,2
10424,56633,0,2
10425,56634,1,2
10426,56635,0,2
10427,56636,0,2
10428,56637,0,2
10429,56638,1,2
10430,56639,0,2
10431,56640,0,2
10432,56641,0,2
10433,56642,1,2
10434,56643,1,0
10435,56644,0,2
10436,56645,0,2
10437,56646,2,2
10438,56647,1,2
10439,56648,2,2
10440,56649,1,0
10441,56650,1,2
10442,56651,0,2
10443,56652,2,2
10444,56653,1,2
10445,56654,1,2
10446,56655,1,2
10447,56656,0,2
10448,56657,1,2
10449,56658,0,2
10450,56659,2,2
10451,56660,1,2
10452,56661,0,2
10453,56662,1,2
10454,56663,2,2
10455,56664,1,2
10456,56665,1,2
10457,56666,1,2
10458,56667,1,2
10459,56668,1,2
10460,56669,0,2
10461,56670,1,2
10462,56671,1,2
10463,56672,1,2
10464,56673,1,2
10465,56674,0,2
10466,56675,1,2
10467,56676,1,2
10468,56677,0,2
10469,56678,1,0
10470,56679,0,2
10471,56680,0,2
10472,56681,0,0
10473,56682,0,2
10474,56683,1,0
10475,56684,1,2
10476,56685,1,2
10477,56686,0,2
10478,56687,0,2
10479,56688,0,2
10480,56689,0,0
10481,56690,0,2
10482,56691,1,2
10483,56692,2,2
10484,56693,1,0
10485,56694,0,2
10486,56695,1,2
10487,56696,2,2
10488,56697,0,2
10489,56698,1,2
10490,56699,2,2
10491,56700,0,2
10492,56701,0,2
10493,56702,0,2
10494,56703,0,2
10495,56704,1,2
10496,56705,1,0
10497,56706,0,2
10498,56707,0,2
10499,56708,1,2
10500,56709,0,2
10501,56710,0,2
10502,56711,0,2
10503,56712,2,2
10504,56713,1,2
10505,56714,1,2
10506,56715,1,2
10507,56716,1,2
10508,56717,0,2
10509,56718,2,2
10510,56719,1,2
10511,56720,1,2
10512,56721,1,2
10513,56722,1,2
10514,56723,1,2
10515,56724,2,2
10516,56725,1,2
10517,56726,1,2
10518,56727,0,2
10519,56728,1,2
10520,56729,1,2
10521,56730,1,2
10522,56731,1,2
10523,56732,1,2
10524,56733,1,2
10525,56734,1,2
10526,56735,1,2
10527,56736,0,2
10528,56737,1,2
10529,56738,0,2
10530,56739,0,0
10531,56740,0,0
10532,56741,2,2
10533,56742,0,2
10534,56743,2,2
10535,56744,1,2
10536,56745,1,0
10537,56746,1,2
10538,56747,1,2
10539,56748,0,2
10540,56749,0,2
10541,56750,0,2
10542,56751,2,2
10543,56752,2,2
10544,56753,0,2
10545,56754,0,2
10546,56755,0,2
10547,56756,1,0
10548,56757,2,2
10549,56758,1,1
10550,56759,0,2
10551,56760,0,2
10552,56761,0,2
10553,56762,0,2
10554,56763,1,2
10555,56764,2,2
10556,56765,0,2
10557,56766,2,2
10558,56767,2,2
10559,56768,1,2
10560,56769,0,2
10561,56770,2,2
10562,56771,0,2
10563,56772,0,2
10564,56773,0,2
10565,56774,0,2
10566,56775,0,2
10567,56776,0,2
10568,56777,1,2
10569,56778,1,2
10570,56779,1,2
10571,56780,0,2
10572,56781,1,2
10573,56782,1,2
10574,56783,0,2
10575,56784,1,2
10576,56785,0,2
10577,56786,0,2
10578,56787,2,2
10579,56788,0,2
10580,56789,0,2
10581,56790,0,2
10582,56791,0,2
10583,56792,1,0
10584,56793,1,2
10585,56794,0,2
10586,56795,0,2
10587,56796,0,2
10588,56797,0,2
10589,56798,1,2
10590,56799,2,2
10591,56800,0,2
10592,56801,0,2
10593,56802,0,2
10594,56803,0,2
10595,56804,0,2
10596,56805,0,2
10597,56806,1,0
10598,56807,0,2
10599,56808,0,2
10600,56809,0,2
10601,56810,2,2
10602,56811,1,2
10603,56812,0,2
10604,56813,1,2
10605,56814,1,2
10606,56815,0,2
10607,56816,0,2
10608,56817,0,2
10609,56818,1,2
10610,56819,1,2
10611,56820,0,2
10612,56821,1,2
10613,56822,1,2
10614,56823,1,2
10615,56824,1,2
10616,56825,1,2
10617,56826,2,2
10618,56827,1,2
10619,56828,1,2
10620,56829,1,2
10621,56830,0,2
10622,56831,0,2
10623,56832,0,2
10624,56833,1,2
10625,56834,0,2
10626,56835,0,0
10627,56836,0,0
10628,56837,1,2
10629,56838,1,2
10630,56839,0,2
10631,56840,1,0
10632,56841,0,2
10633,56842,2,2
10634,56843,2,2
10635,56844,0,2
10636,56845,0,2
10637,56846,0,2
10638,56847,0,2
10639,56848,0,2
10640,56849,1,0
10641,56850,1,0
10642,56851,1,2
10643,56852,1,2
10644,56853,1,2
10645,56854,0,2
10646,56855,1,2
10647,56856,0,2
10648,56857,0,2
10649,56858,1,0
10650,56859,0,2
10651,56860,1,0
10652,56861,1,2
10653,56862,0,2
10654,56863,0,2
10655,56864,0,2
10656,56865,0,2
10657,56866,1,2
10658,56867,0,2
10659,56868,1,2
10660,56869,1,2
10661,56870,0,2
10662,56871,0,2
10663,56872,2,2
10664,56873,0,2
10665,56874,0,2
10666,56875,1,2
10667,56876,1,2
10668,56877,1,2
10669,56878,0,2
10670,56879,2,2
10671,56880,0,2
10672,56881,1,2
10673,56882,1,2
10674,56883,2,2
10675,56884,1,2
10676,56885,2,2
10677,56886,1,2
10678,56887,1,2
10679,56888,0,2
10680,56889,0,2
10681,56890,2,2
10682,56891,0,2
10683,56892,0,2
10684,56893,0,2
10685,56894,0,2
10686,56895,0,0
10687,56896,0,2
10688,56897,1,0
10689,56898,1,0
10690,56899,0,0
10691,56900,0,2
10692,56901,0,2
10693,56902,0,2
10694,56903,1,0
10695,56904,1,2
10696,56905,0,2
10697,56906,0,2
10698,56907,1,0
10699,56908,2,2
10700,56909,0,2
10701,56910,1,2
10702,56911,1,2
10703,56912,1,2
10704,56913,1,2
10705,56914,1,2
10706,56915,1,2
10707,56916,1,2
10708,56917,0,2
10709,56918,0,2
10710,56919,0,2
10711,56920,1,2
10712,56921,0,2
10713,56922,0,2
10714,56923,1,2
10715,56924,0,2
10716,56925,0,2
10717,56926,2,2
10718,56927,1,2
10719,56928,0,2
10720,56929,0,2
10721,56930,1,2
10722,56931,0,2
10723,56932,1,2
10724,56933,1,2
10725,56934,0,2
10726,56935,1,2
10727,56936,1,2
10728,56937,1,2
10729,56938,0,2
10730,56939,0,2
10731,56940,1,2
10732,56941,1,0
10733,56942,0,2
10734,56943,1,0
10735,56944,1,0
10736,56945,2,2
10737,56946,2,2
10738,56947,2,2
10739,56948,2,2
10740,56949,2,2
10741,56950,0,2
10742,56951,0,2
10743,56952,2,2
10744,56953,2,2
10745,56954,0,2
10746,56955,2,2
10747,56956,1,2
10748,56957,2,2
10749,56958,1,1
10750,56959,1,2
10751,56960,2,2
10752,56961,1,0
10753,56962,0,2
10754,56963,1,2
10755,56964,1,2
10756,56965,1,2
10757,56966,1,2
10758,56967,0,2
10759,56968,0,2
10760,56969,1,0
10761,56970,1,2
10762,56971,1,2
10763,56972,1,2
10764,56973,2,2
10765,56974,1,2
10766,56975,0,2
10767,56976,0,2
10768,56977,1,2
10769,56978,1,2
10770,56979,1,2
10771,56980,0,2
10772,56981,0,2
10773,56982,1,2
10774,56983,0,2
10775,56984,0,2
10776,56985,1,2
10777,56986,1,2
10778,56987,1,2
10779,56988,2,2
10780,56989,1,2
10781,56990,1,2
10782,56991,1,2
10783,56992,1,2
10784,56993,0,2
10785,56994,1,2
10786,56995,1,2
10787,56996,0,2
10788,56997,0,0
10789,56998,2,2
10790,56999,1,2
10791,57000,0,2
10792,57001,2,2
10793,57002,2,2
10794,57003,2,2
10795,57004,0,0
10796,57005,0,2
10797,57006,0,2
10798,57007,0,2
10799,57008,0,2
10800,57009,1,2
10801,57010,2,2
10802,57011,2,2
10803,57191,1,2
10804,57192,0,2
10805,57193,1,2
10806,57194,0,2
10807,57195,0,2
10808,57196,0,2
10809,57197,0,2
10810,57198,0,2
10811,57199,0,2
10812,57200,1,2
10813,57201,0,2
10814,57202,0,2
10815,57203,1,2
10816,57204,0,2
10817,57205,1,2
10818,57206,1,2
10819,57207,0,2
10820,57208,0,2
10821,57209,0,2
10822,57210,0,2
10823,57211,1,2
10824,57212,1,2
10825,57213,1,2
10826,57214,0,2
10827,57215,0,2
10828,57216,0,2
10829,57217,1,2
10830,57218,2,2
10831,57219,1,2
10832,57220,1,2
10833,57221,1,2
10834,57222,2,2
10835,57223,1,2
10836,57224,2,2
10837,57225,0,2
10838,57226,0,2
10839,57227,2,2
10840,57228,0,0
10841,57229,0,2
10842,57230,1,2
10843,57231,1,2
10844,57232,1,2
10845,57233,0,2
10846,57234,0,2
10847,57235,0,2
10848,57236,0,0
10849,57237,0,2
10850,57238,1,2
10851,57239,1,0
10852,57240,2,2
10853,57241,1,0
10854,57242,0,2
10855,57243,2,2
10856,57244,0,2
10857,57245,1,2
10858,57246,1,2
10859,57247,0,2
10860,57248,0,2
10861,57249,0,2
10862,57250,1,2
10863,57251,0,2
10864,57252,1,2
10865,57253,0,2
10866,57254,1,2
10867,57255,1,2
10868,57256,0,2
10869,57257,1,2
10870,57258,1,2
10871,57259,1,2
10872,57260,0,2
10873,57261,0,2
10874,57262,1,2
10875,57263,0,2
10876,57264,2,2
10877,57265,0,2
10878,57266,0,2
10879,57267,0,2
10880,57268,1,2
10881,57269,0,2
10882,57270,0,2
10883,57271,1,2
10884,57272,0,2
10885,57273,0,2
10886,57274,1,2
10887,57275,1,2
10888,57276,1,2
10889,57277,1,2
10890,57278,0,2
10891,57279,1,2
10892,57280,1,2
10893,57281,1,2
10894,57282,2,2
10895,57283,2,2
10896,57284,1,2
10897,57285,0,2
10898,57286,1,2
10899,57287,0,2
10900,57288,2,2
10901,57289,0,2
10902,57290,0,2
10903,57291,1,2
10904,57292,0,2
10905,57293,0,2
10906,57294,1,0
10907,57295,0,2
10908,57296,0,2
10909,57297,1,2
10910,57298,1,2
10911,57299,2,2
10912,57300,2,2
10913,57301,0,2
10914,57302,0,2
10915,57303,2,2
10916,57304,2,2
10917,57305,0,2
10918,57306,0,2
10919,57307,1,1
10920,57308,1,2
10921,57309,0,2
10922,57310,1,2
10923,57311,1,2
10924,57312,0,2
10925,57313,0,2
10926,57314,1,1
10927,57315,1,0
10928,57316,0,2
10929,57317,1,2
10930,57318,1,2
10931,57319,0,2
10932,57320,1,2
10933,57321,0,2
10934,57322,2,2
10935,57323,0,2
10936,57324,0,2
10937,57325,1,2
10938,57326,1,2
10939,57327,0,2
10940,57328,0,2
10941,57329,0,2
10942,57330,1,2
10943,57331,2,2
10944,57332,0,2
10945,57333,1,2
10946,57334,0,2
10947,57335,1,2
10948,57336,1,2
10949,57337,1,2
10950,57338,2,2
10951,57339,2,2
10952,57340,0,2
10953,57341,0,2
10954,57342,0,2
10955,57343,0,2
10956,57344,1,2
10957,57345,0,2
10958,57346,0,2
10959,57347,2,2
10960,57348,0,2
10961,57349,0,2
10962,57350,0,2
10963,57351,1,0
10964,57352,0,2
10965,57353,2,2
10966,57354,2,2
10967,57355,2,2
10968,57356,0,2
10969,57357,1,2
10970,57358,1,2
10971,57359,1,2
10972,57360,0,2
10973,57361,0,2
10974,57362,0,2
10975,57363,0,2
10976,57364,0,2
10977,57365,0,2
10978,57366,0,2
10979,57367,1,2
10980,57368,0,2
10981,57369,2,2
10982,57370,1,2
10983,57371,1,2
10984,57372,1,2
10985,57373,2,2
10986,57374,0,2
10987,57375,0,2
10988,57376,1,2
10989,57377,2,2
10990,57378,2,2
10991,57379,0,2
10992,57380,1,2
10993,57381,1,2
10994,57382,0,2
10995,57383,2,2
10996,57384,2,2
10997,57385,1,2
10998,57386,1,2
10999,57387,0,2
11000,57388,1,2
11001,57389,1,2
11002,57390,0,2
11003,57391,1,2
11004,57392,0,2
11005,57393,0,2
11006,57394,1,2
11007,57395,0,2
11008,57396,2,2
11009,57397,1,2
11010,57398,0,2
11011,57399,0,2
11012,57400,2,2
11013,57401,2,2
11014,57402,1,2
11015,57403,1,2
11016,57404,1,2
11017,57405,1,2
11018,57406,1,2
11019,57407,1,2
11020,57408,0,2
11021,57409,1,2
11022,57410,0,2
11023,57411,1,0
11024,57412,0,2
11025,57413,1,2
11026,57414,0,2
11027,57415,1,0
11028,57416,0,2
11029,57417,1,2
11030,57418,0,2
11031,57419,0,2
11032,57420,0,2
11033,57421,2,2
11034,57422,0,2
11035,57423,0,2
11036,57424,1,2
11037,57425,1,2
11038,57426,1,2
11039,57427,0,2
11040,57428,1,2
11041,57429,1,2
11042,57430,0,2
11043,57431,0,2
11044,57432,0,2
11045,57433,1,2
11046,57434,1,2
11047,57435,1,0
11048,57436,1,2
11049,57437,0,2
11050,57438,0,2
11051,57439,1,2
11052,57440,1,2
11053,57441,1,2
11054,57442,1,2
11055,57443,1,2
11056,57444,0,2
11057,57445,1,2
11058,57446,1,2
11059,57447,0,2
11060,57448,0,2
11061,57449,2,2
11062,57450,0,2
11063,57451,1,2
11064,57452,1,2
11065,57453,0,2
11066,57454,1,2
11067,57455,1,2
11068,57456,1,2
11069,57457,2,2
11070,57458,1,2
11071,57459,0,2
11072,57460,0,2
11073,57461,1,2
11074,57462,0,2
11075,57463,1,2
11076,57464,0,2
11077,57465,0,0
11078,57466,0,2
