SalesOrderNumber,SalesAmount,MonthNum,WeekdayNum,Loyalty in Years,YearlyIncome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,Max CommuteDistance,MaritalStatus,NumberChildrenAtHome,TotalChildren,Gender
SO50442,2071.42 €,11,4,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO50443,2049.10 €,11,4,7,60000,Partial High School,Skilled Manual,1,4,5,M,1,3,F
SO50444,1000.44 €,11,4,7,100000,Bachelors,Management,1,4,5,S,1,3,F
SO50445,1000.44 €,11,4,7,60000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO50446,1000.44 €,11,4,7,90000,Bachelors,Professional,0,0,2,S,0,2,F
SO50447,2049.10 €,11,4,7,90000,Bachelors,Professional,1,3,11,M,0,0,F
SO50448,2049.10 €,11,4,7,70000,Bachelors,Professional,0,1,1,S,0,0,M
SO50449,2071.42 €,11,4,7,30000,Partial College,Clerical,1,2,10,S,0,2,M
SO50450,2443.35 €,11,5,7,30000,Partial College,Manual,1,0,1,S,2,2,M
SO50451,2049.10 €,11,5,7,60000,Graduate Degree,Professional,1,0,5,M,0,1,M
SO50452,2049.10 €,11,5,7,70000,Bachelors,Skilled Manual,1,1,5,M,2,2,F
SO50453,1000.44 €,11,5,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO50454,1000.44 €,11,5,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,F
SO50455,782.99 €,11,5,7,30000,Partial College,Clerical,1,1,1,M,0,1,F
SO50456,2049.10 €,11,5,7,90000,Bachelors,Professional,1,3,11,M,0,0,F
SO50457,2049.10 €,11,5,7,70000,Bachelors,Professional,1,2,10,S,0,0,M
SO50458,2071.42 €,11,5,7,30000,Partial College,Clerical,0,2,2,M,0,2,M
SO50459,2443.35 €,11,5,7,70000,Bachelors,Professional,1,1,10,S,0,0,M
SO50460,782.99 €,11,5,7,110000,Partial College,Management,1,3,11,S,5,0,M
SO50461,782.99 €,11,5,7,100000,High School,Management,1,2,11,M,5,0,M
SO50462,2181.56 €,11,5,7,90000,Bachelors,Professional,0,0,1,M,0,2,M
SO50463,2443.35 €,11,6,7,150000,Graduate Degree,Management,1,2,11,M,5,2,M
SO50464,1000.44 €,11,6,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO50465,1000.44 €,11,6,7,30000,Bachelors,Clerical,1,0,1,M,0,0,M
SO50466,782.99 €,11,6,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO50467,2071.42 €,11,6,7,70000,Bachelors,Professional,0,1,1,S,0,0,M
SO50468,782.99 €,11,6,7,90000,Bachelors,Professional,0,2,11,S,0,0,F
SO50469,782.99 €,11,6,7,90000,Bachelors,Professional,1,2,11,M,0,0,M
SO50470,782.99 €,11,6,7,110000,High School,Management,0,4,11,S,5,0,F
SO50471,2071.42 €,11,6,7,40000,Graduate Degree,Clerical,1,0,1,S,0,0,F
SO50472,2049.10 €,11,7,7,70000,Graduate Degree,Professional,0,0,1,S,0,4,F
SO50473,1000.44 €,11,7,7,20000,High School,Manual,1,3,1,S,4,4,F
SO50474,2049.10 €,11,7,7,60000,Graduate Degree,Professional,0,0,1,S,0,1,F
SO50475,1000.44 €,11,7,7,130000,Partial College,Professional,0,3,1,S,4,3,F
SO50476,782.99 €,11,7,7,30000,Bachelors,Clerical,1,0,1,S,0,1,M
SO50477,2071.42 €,11,7,7,130000,Partial College,Professional,1,2,1,M,4,2,F
SO50478,782.99 €,11,7,7,40000,High School,Professional,1,2,11,M,1,2,F
SO50479,1000.44 €,11,7,7,90000,Partial College,Professional,0,1,11,S,0,0,M
SO50480,1000.44 €,11,7,7,80000,Bachelors,Professional,1,4,2,M,5,5,M
SO50481,2071.42 €,11,7,7,30000,Partial College,Clerical,0,2,1,M,0,2,F
SO50482,782.99 €,11,7,7,120000,Partial High School,Professional,0,4,11,S,5,5,F
SO50483,2071.42 €,11,7,7,80000,Graduate Degree,Management,1,1,1,M,4,4,F
SO50484,2181.56 €,11,1,7,40000,Bachelors,Skilled Manual,1,1,1,M,0,1,M
SO50485,2049.10 €,11,1,7,80000,Graduate Degree,Professional,1,0,1,S,0,3,M
SO50486,1000.44 €,11,1,7,90000,Partial College,Professional,1,3,5,M,5,5,F
SO50487,1000.44 €,11,1,7,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO50488,1000.44 €,11,1,7,90000,Bachelors,Professional,1,0,1,M,2,2,F
SO50489,2049.10 €,11,1,7,70000,Bachelors,Professional,0,2,10,S,0,0,F
SO50490,2071.42 €,11,1,7,70000,Bachelors,Professional,0,2,1,S,0,0,F
SO50491,2071.42 €,11,1,7,10000,High School,Manual,0,0,2,S,1,1,F
SO50492,2443.35 €,11,1,7,60000,Bachelors,Professional,0,1,1,S,2,2,M
SO50493,2049.10 €,11,2,7,80000,Bachelors,Management,1,0,2,S,3,4,M
SO50494,2181.56 €,11,2,7,30000,Partial College,Clerical,1,2,1,S,2,2,M
SO50495,782.99 €,11,2,7,40000,Bachelors,Professional,0,0,1,M,0,0,F
SO50496,1000.44 €,11,2,7,70000,Partial College,Professional,1,0,10,M,2,3,M
SO50497,1000.44 €,11,2,7,70000,Partial College,Professional,1,2,11,M,2,4,F
SO50498,1000.44 €,11,2,7,110000,Graduate Degree,Management,1,2,5,S,2,1,F
SO50499,2071.42 €,11,2,7,100000,Graduate Degree,Management,0,1,2,S,0,0,F
SO50500,2071.42 €,11,2,7,10000,High School,Skilled Manual,0,2,2,M,0,5,F
SO50501,2181.56 €,11,3,7,30000,High School,Manual,0,1,2,S,0,0,M
SO50502,2181.56 €,11,3,7,40000,Bachelors,Professional,1,0,1,M,0,0,F
SO50503,1000.44 €,11,3,7,30000,Bachelors,Clerical,1,0,1,M,0,3,F
SO50504,2071.42 €,11,3,7,20000,Partial High School,Manual,0,2,1,S,0,0,F
SO50505,2049.10 €,11,3,7,20000,Partial College,Manual,1,0,5,M,1,1,M
SO50506,782.99 €,11,3,7,80000,Bachelors,Professional,1,2,11,M,0,0,M
SO50507,782.99 €,11,3,7,100000,High School,Management,1,4,11,S,5,0,M
SO50508,2181.56 €,11,3,7,60000,Bachelors,Professional,0,1,1,M,2,2,M
SO50509,2443.35 €,11,4,7,20000,High School,Manual,1,0,1,S,3,3,M
SO50510,2181.56 €,11,4,7,60000,Bachelors,Professional,1,1,5,S,2,2,F
SO50511,2443.35 €,11,5,7,40000,Graduate Degree,Skilled Manual,0,0,2,S,0,0,F
SO50512,2071.42 €,11,5,7,70000,Partial College,Professional,0,2,2,S,1,4,F
SO50513,2049.10 €,11,5,7,30000,Bachelors,Skilled Manual,1,1,2,M,1,1,M
SO50514,782.99 €,11,5,7,60000,Partial College,Professional,1,1,11,M,1,2,F
SO50515,2049.10 €,11,5,7,100000,Graduate Degree,Management,0,1,2,S,0,0,M
SO50516,2049.10 €,11,5,7,10000,High School,Manual,0,0,5,S,1,1,F
SO50517,2071.42 €,11,5,7,60000,Partial College,Professional,0,0,5,S,1,2,M
SO50518,2181.56 €,11,6,7,130000,Partial College,Professional,0,3,10,M,4,3,M
SO50519,2181.56 €,11,6,7,20000,Partial College,Manual,0,0,1,S,1,1,M
SO50520,2071.42 €,11,6,7,60000,Bachelors,Skilled Manual,1,0,5,S,2,2,M
SO50521,2071.42 €,11,6,7,70000,Bachelors,Skilled Manual,1,0,5,S,2,2,F
SO50522,1000.44 €,11,6,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO50523,2049.10 €,11,6,7,40000,Bachelors,Skilled Manual,1,1,1,M,0,1,F
SO50524,782.99 €,11,6,7,70000,Partial College,Professional,1,2,11,S,2,4,M
SO50525,1000.44 €,11,6,7,80000,Partial College,Professional,1,2,5,S,3,4,F
SO50526,782.99 €,11,6,7,80000,Bachelors,Professional,1,2,11,S,0,0,M
SO50527,2181.56 €,11,6,7,70000,Bachelors,Professional,0,1,1,S,0,0,M
SO50528,2181.56 €,11,7,7,130000,High School,Professional,1,4,10,M,4,3,M
SO50529,2049.10 €,11,7,7,70000,Graduate Degree,Professional,1,0,5,S,0,0,M
SO50530,1000.44 €,11,7,7,160000,High School,Professional,1,3,1,M,4,2,F
SO50531,782.99 €,11,7,7,40000,Bachelors,Clerical,1,0,1,M,0,0,M
SO50532,2181.56 €,11,7,7,50000,Bachelors,Skilled Manual,1,2,5,S,4,4,F
SO50533,2049.10 €,11,7,7,10000,High School,Manual,1,1,1,S,2,2,F
SO50534,2071.42 €,11,7,7,10000,Partial High School,Manual,1,2,1,S,3,5,M
SO50535,2181.56 €,11,7,7,60000,Bachelors,Professional,0,1,1,S,0,1,M
SO50536,2443.35 €,11,7,7,60000,Bachelors,Professional,0,1,1,S,0,1,M
SO50537,782.99 €,11,7,7,80000,Bachelors,Professional,0,2,11,S,0,0,F
SO50538,2049.10 €,11,1,7,50000,Bachelors,Skilled Manual,1,1,1,M,2,2,M
SO50539,2049.10 €,11,1,7,40000,Bachelors,Skilled Manual,0,1,1,M,1,1,M
SO50540,1000.44 €,11,1,7,30000,Partial College,Clerical,1,3,1,S,4,4,F
SO50541,2049.10 €,11,1,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,M
SO50542,1000.44 €,11,1,7,120000,Partial College,Professional,1,4,5,S,2,3,F
SO50543,1000.44 €,11,1,7,60000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO50544,2049.10 €,11,1,7,80000,Bachelors,Professional,0,3,11,M,0,0,F
SO50545,2071.42 €,11,1,7,110000,Graduate Degree,Management,1,1,1,M,0,1,F
SO50546,2071.42 €,11,1,7,90000,Bachelors,Professional,1,0,2,M,0,2,M
SO50547,2181.56 €,11,1,7,70000,Bachelors,Professional,1,1,10,S,0,0,M
SO50548,2181.56 €,11,1,7,60000,Bachelors,Professional,1,1,10,S,0,1,F
SO50549,782.99 €,11,1,7,100000,High School,Management,0,4,11,S,5,0,M
SO50550,2071.42 €,11,2,7,40000,Bachelors,Professional,1,1,5,S,0,0,M
SO50551,2181.56 €,11,2,7,130000,Partial College,Professional,0,3,1,S,5,4,M
SO50552,2181.56 €,11,2,7,30000,Partial College,Clerical,1,1,1,S,2,2,M
SO50553,1000.44 €,11,2,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO50554,782.99 €,11,2,7,30000,Graduate Degree,Clerical,1,0,1,M,0,1,F
SO50555,782.99 €,11,2,7,20000,Partial College,Manual,0,0,1,S,1,1,F
SO50556,2181.56 €,11,2,7,60000,Bachelors,Professional,0,1,1,S,0,0,M
SO50557,2049.10 €,11,2,7,40000,Bachelors,Skilled Manual,1,1,1,M,0,1,F
SO50558,2049.10 €,11,2,7,10000,Partial High School,Manual,1,2,1,S,4,5,F
SO50559,2049.10 €,11,2,7,70000,Bachelors,Professional,0,2,1,M,0,0,M
SO50560,2049.10 €,11,2,7,70000,Bachelors,Professional,0,2,11,S,0,0,M
SO50561,2181.56 €,11,2,7,70000,Partial College,Skilled Manual,0,1,1,S,0,1,F
SO50562,2181.56 €,11,3,7,30000,Graduate Degree,Clerical,1,0,1,M,0,1,M
SO50563,2181.56 €,11,3,7,30000,High School,Manual,0,1,2,M,0,0,M
SO50564,2049.10 €,11,3,7,60000,Partial College,Professional,1,0,11,S,1,2,M
SO50565,2049.10 €,11,3,7,70000,High School,Professional,0,2,5,S,1,2,M
SO50566,2049.10 €,11,3,7,60000,Graduate Degree,Professional,1,0,5,M,0,2,M
SO50567,2071.42 €,11,3,7,60000,Graduate Degree,Professional,0,0,1,S,0,1,M
SO50568,782.99 €,11,3,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,F
SO50569,782.99 €,11,3,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO50570,2181.56 €,11,3,7,60000,Graduate Degree,Professional,0,1,1,S,0,0,M
SO50571,782.99 €,11,3,7,60000,Bachelors,Management,1,0,11,S,1,2,M
SO50572,782.99 €,11,3,7,70000,Partial College,Professional,1,2,11,M,1,4,M
SO50573,782.99 €,11,3,7,70000,Partial College,Professional,1,2,10,S,0,3,F
SO50574,2049.10 €,11,3,7,40000,Bachelors,Management,0,2,1,M,0,2,F
SO50575,782.99 €,11,3,7,100000,High School,Management,1,3,11,S,5,0,F
SO50576,2443.35 €,11,3,7,80000,High School,Skilled Manual,1,2,10,S,0,2,F
SO50577,2181.56 €,11,3,7,60000,Bachelors,Professional,1,1,5,S,2,2,F
SO50578,2181.56 €,11,4,7,130000,Partial College,Professional,1,2,10,M,4,2,M
SO50579,1000.44 €,11,4,7,40000,Bachelors,Skilled Manual,1,1,1,M,0,1,F
SO50580,2181.56 €,11,4,7,100000,Bachelors,Management,0,3,1,S,1,1,M
SO50581,782.99 €,11,4,7,60000,Partial College,Professional,1,2,11,M,1,2,F
SO50582,1000.44 €,11,4,7,60000,Partial College,Skilled Manual,1,2,10,M,0,0,M
SO50583,2071.42 €,11,4,7,90000,Bachelors,Professional,0,3,11,M,0,0,M
SO50584,2049.10 €,11,4,7,70000,Bachelors,Professional,1,3,11,M,5,5,M
SO50585,2071.42 €,11,5,7,120000,Bachelors,Management,0,3,1,S,1,0,M
SO50586,2443.35 €,11,5,7,20000,Bachelors,Clerical,1,0,1,S,0,1,F
SO50587,2049.10 €,11,5,7,40000,Bachelors,Skilled Manual,1,1,1,M,1,1,F
SO50588,2049.10 €,11,5,7,70000,Graduate Degree,Professional,0,0,1,S,0,3,M
SO50589,2049.10 €,11,5,7,60000,Graduate Degree,Professional,1,0,5,S,0,1,F
SO50590,2071.42 €,11,5,7,70000,Graduate Degree,Professional,0,0,1,M,0,4,M
SO50591,2049.10 €,11,5,7,90000,High School,Professional,1,2,11,M,2,4,F
SO50592,782.99 €,11,5,7,60000,Partial College,Skilled Manual,1,1,5,M,0,1,F
SO50593,2071.42 €,11,5,7,40000,Bachelors,Management,1,2,1,M,0,2,F
SO50594,2049.10 €,11,5,7,70000,Bachelors,Professional,1,4,11,M,5,5,F
SO50595,2181.56 €,11,6,7,20000,Partial College,Manual,1,1,2,M,0,2,M
SO50596,2049.10 €,11,6,7,60000,Partial College,Professional,0,1,5,S,1,2,M
SO50597,2049.10 €,11,6,7,50000,Bachelors,Skilled Manual,0,1,1,S,3,3,M
SO50598,2071.42 €,11,6,7,60000,Graduate Degree,Professional,1,0,5,M,0,1,F
SO50599,782.99 €,11,6,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,F
SO50600,782.99 €,11,6,7,30000,Bachelors,Skilled Manual,1,1,5,M,1,1,M
SO50601,2071.42 €,11,6,7,40000,Partial College,Clerical,1,0,1,S,2,2,F
SO50602,2049.10 €,11,6,7,80000,Bachelors,Professional,1,2,11,M,0,0,F
SO50603,2049.10 €,11,6,7,80000,Graduate Degree,Management,1,1,1,S,4,4,F
SO50604,2181.56 €,11,6,7,80000,Partial College,Skilled Manual,1,2,10,M,0,2,M
SO50605,2071.42 €,11,7,7,100000,Bachelors,Management,1,2,2,M,0,1,F
SO50606,2071.42 €,11,7,7,70000,Graduate Degree,Professional,1,0,5,S,0,0,F
SO50607,782.99 €,11,7,7,20000,Partial College,Manual,1,0,1,M,0,1,F
SO50608,2181.56 €,11,7,7,40000,Partial College,Clerical,1,1,2,S,0,2,F
SO50609,782.99 €,11,7,7,60000,Bachelors,Management,1,3,11,S,0,5,M
SO50610,782.99 €,11,7,7,120000,Bachelors,Management,0,4,2,S,2,3,F
SO50611,2049.10 €,11,7,7,70000,Bachelors,Professional,0,1,1,S,0,0,M
SO50612,2049.10 €,11,7,7,120000,Graduate Degree,Management,1,0,1,M,0,1,M
SO50613,2049.10 €,11,7,7,90000,Bachelors,Professional,1,0,2,S,0,2,M
SO50614,782.99 €,11,7,7,30000,Partial College,Clerical,0,2,10,S,0,2,F
SO50615,2181.56 €,11,7,7,100000,Bachelors,Management,0,3,1,S,0,1,F
SO50616,2443.35 €,11,7,7,120000,Graduate Degree,Management,0,1,5,S,0,1,M
SO50617,2071.42 €,11,1,7,70000,Graduate Degree,Professional,0,0,1,S,0,4,M
SO50618,2049.10 €,11,1,7,60000,Partial College,Professional,0,2,5,S,1,2,M
SO50619,2071.42 €,11,1,7,60000,Graduate Degree,Professional,0,0,1,M,0,1,M
SO50620,2071.42 €,11,1,7,70000,Bachelors,Skilled Manual,0,1,1,S,2,2,F
SO50621,782.99 €,11,1,7,40000,Bachelors,Professional,1,0,1,S,0,0,F
SO50622,782.99 €,11,1,7,60000,Bachelors,Skilled Manual,1,2,5,M,2,4,F
SO50623,782.99 €,11,1,7,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO50624,2181.56 €,11,1,7,40000,Partial High School,Clerical,0,2,10,S,0,3,F
SO50625,2443.35 €,11,1,7,120000,Graduate Degree,Management,0,2,1,S,0,1,M
SO50626,2181.56 €,11,2,7,40000,Graduate Degree,Skilled Manual,0,0,2,S,0,0,M
SO50627,2443.35 €,11,2,7,40000,Partial College,Clerical,1,0,2,S,2,2,F
SO50628,2443.35 €,11,2,7,20000,Partial College,Manual,1,0,1,M,0,1,F
SO50629,2181.56 €,11,2,7,40000,Bachelors,Professional,1,0,1,M,0,0,M
SO50630,1000.44 €,11,2,7,30000,Bachelors,Clerical,1,0,1,M,0,3,M
SO50631,1000.44 €,11,2,7,30000,Partial College,Clerical,0,1,1,S,0,0,M
SO50632,782.99 €,11,2,7,60000,Partial College,Professional,1,2,11,M,1,2,M
SO50633,1000.44 €,11,2,7,70000,Partial College,Professional,1,2,11,S,2,4,F
SO50634,2049.10 €,11,2,7,70000,Bachelors,Professional,1,1,10,S,0,0,M
SO50635,2071.42 €,11,2,7,110000,Graduate Degree,Management,1,0,1,M,0,1,M
SO50636,2071.42 €,11,2,7,110000,Graduate Degree,Management,1,1,5,M,0,1,M
SO50637,782.99 €,11,2,7,120000,Partial High School,Professional,1,4,11,M,5,0,F
SO50638,2181.56 €,11,2,7,80000,Partial College,Skilled Manual,0,2,2,S,0,2,F
SO50639,2443.35 €,11,2,7,70000,High School,Skilled Manual,0,2,2,S,0,2,F
SO50640,2443.35 €,11,2,7,100000,Bachelors,Management,0,3,1,S,1,1,F
SO50641,2071.42 €,11,2,7,100000,Bachelors,Management,0,3,1,S,0,2,F
SO50642,2181.56 €,11,2,7,170000,Bachelors,Management,1,3,1,M,4,3,F
SO50643,2071.42 €,11,2,7,70000,Partial College,Professional,0,2,2,S,1,5,M
SO50644,2049.10 €,11,2,7,60000,Graduate Degree,Professional,1,0,5,M,0,1,M
SO50645,1000.44 €,11,2,7,30000,Bachelors,Clerical,1,0,1,M,0,3,F
SO50646,1000.44 €,11,2,7,50000,Graduate Degree,Skilled Manual,1,0,1,S,0,0,F
SO50647,782.99 €,11,2,7,30000,Partial College,Clerical,0,1,1,S,0,0,M
SO50648,2443.35 €,11,2,7,50000,Bachelors,Skilled Manual,0,2,1,S,4,4,M
SO50649,2181.56 €,11,2,7,60000,Graduate Degree,Professional,0,1,1,M,0,0,M
SO50650,2049.10 €,11,2,7,20000,Partial High School,Manual,0,2,2,S,0,0,F
SO50651,782.99 €,11,2,7,70000,Bachelors,Management,1,2,11,M,0,5,F
SO50652,782.99 €,11,2,7,60000,Partial College,Professional,1,1,5,M,1,2,F
SO50653,782.99 €,11,2,7,60000,Partial College,Skilled Manual,0,1,5,S,0,0,M
SO50654,1000.44 €,11,2,7,70000,Bachelors,Professional,0,1,10,S,0,0,M
SO50655,2049.10 €,11,2,7,60000,Bachelors,Professional,1,1,5,M,2,2,M
SO50656,782.99 €,11,2,7,110000,Partial College,Management,0,3,11,S,5,0,M
SO50657,2443.35 €,11,2,7,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO50760,2071.42 €,12,3,7,60000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO50761,1000.44 €,12,3,7,20000,High School,Manual,1,1,5,M,1,1,M
SO50762,2181.56 €,12,3,7,30000,Bachelors,Clerical,0,0,2,S,0,0,F
SO50763,2181.56 €,12,3,7,10000,Partial College,Manual,1,1,2,S,0,3,M
SO50764,782.99 €,12,3,7,130000,High School,Professional,0,3,1,S,5,4,M
SO50765,782.99 €,12,3,7,40000,Bachelors,Skilled Manual,1,1,2,M,1,1,F
SO50766,2443.35 €,12,3,7,100000,Bachelors,Management,1,3,1,M,0,2,F
SO50767,1000.44 €,12,3,7,170000,Graduate Degree,Management,1,2,1,M,1,1,M
SO50768,2049.10 €,12,3,7,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO50769,2443.35 €,12,3,7,60000,Partial College,Skilled Manual,1,1,10,M,0,1,M
SO50770,2181.56 €,12,3,7,60000,Partial College,Skilled Manual,1,1,10,M,0,1,F
SO50771,2443.35 €,12,3,7,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO50772,2443.35 €,12,3,7,60000,Partial College,Skilled Manual,1,1,10,M,0,1,M
SO50773,782.99 €,12,3,7,100000,High School,Professional,1,4,10,S,3,2,M
SO50774,782.99 €,12,3,7,20000,Partial High School,Clerical,1,2,10,M,1,2,M
SO50775,2049.10 €,12,4,7,60000,Graduate Degree,Professional,0,1,5,S,0,0,F
SO50776,1000.44 €,12,4,7,160000,Partial College,Management,0,4,11,M,5,3,F
SO50777,2071.42 €,12,4,7,90000,High School,Management,0,3,10,M,1,4,F
SO50778,2071.42 €,12,4,7,10000,Partial High School,Manual,1,2,1,S,2,3,F
SO50779,782.99 €,12,4,7,120000,High School,Professional,1,4,10,M,4,3,F
SO50780,782.99 €,12,4,7,80000,Partial High School,Skilled Manual,1,4,10,M,1,5,M
SO50781,2049.10 €,12,4,7,50000,Graduate Degree,Skilled Manual,1,0,1,M,0,0,M
SO50782,2049.10 €,12,4,7,30000,Partial College,Clerical,1,2,1,S,2,2,M
SO50783,2049.10 €,12,4,7,30000,Partial College,Clerical,0,2,1,M,2,2,F
SO50784,1000.44 €,12,4,7,70000,Graduate Degree,Management,1,2,11,M,0,4,F
SO50785,2071.42 €,12,4,7,70000,Partial College,Skilled Manual,1,1,10,S,0,1,M
SO50786,2071.42 €,12,4,7,80000,Bachelors,Professional,1,4,2,M,5,5,M
SO50787,2049.10 €,12,4,7,90000,Bachelors,Professional,1,1,5,S,0,1,M
SO50788,2071.42 €,12,5,7,60000,Bachelors,Professional,0,0,1,S,2,3,F
SO50789,2071.42 €,12,5,7,30000,Bachelors,Clerical,1,0,2,M,0,1,F
SO50790,782.99 €,12,5,7,130000,Partial College,Professional,1,3,10,M,4,3,F
SO50791,782.99 €,12,5,7,90000,High School,Professional,1,1,11,S,1,2,M
SO50792,782.99 €,12,5,7,70000,Graduate Degree,Management,1,2,2,M,0,4,F
SO50793,1000.44 €,12,5,7,120000,Partial College,Professional,1,3,10,M,3,4,M
SO50794,782.99 €,12,5,7,20000,Partial High School,Clerical,0,2,2,M,1,2,F
SO50795,782.99 €,12,5,7,20000,Partial High School,Clerical,1,2,10,S,1,2,F
SO50796,782.99 €,12,5,7,20000,Partial High School,Clerical,1,2,10,S,1,2,F
SO50797,2181.56 €,12,6,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,M
SO50798,1000.44 €,12,6,7,10000,Partial College,Manual,1,1,2,S,0,3,F
SO50799,782.99 €,12,6,7,30000,Graduate Degree,Clerical,1,0,1,M,0,3,F
SO50800,2049.10 €,12,6,7,30000,Partial College,Clerical,1,2,1,S,2,2,F
SO50801,782.99 €,12,6,7,70000,High School,Professional,1,0,2,M,1,3,F
SO50802,1000.44 €,12,6,7,60000,Graduate Degree,Management,1,2,10,M,0,3,M
SO50803,2049.10 €,12,6,7,110000,Graduate Degree,Management,0,2,1,S,0,0,F
SO50804,2181.56 €,12,6,7,60000,Partial College,Skilled Manual,1,1,10,M,0,1,F
SO50805,1000.44 €,12,6,7,130000,Bachelors,Management,0,3,1,S,3,1,M
SO50806,2443.35 €,12,7,7,30000,Bachelors,Clerical,0,1,1,S,1,1,F
SO50807,2049.10 €,12,7,7,80000,High School,Professional,0,2,5,M,2,5,M
SO50808,2071.42 €,12,7,7,30000,Bachelors,Clerical,1,0,5,M,1,1,F
SO50809,1000.44 €,12,7,7,130000,Bachelors,Management,0,3,5,M,3,4,F
SO50810,782.99 €,12,7,7,20000,Partial High School,Clerical,1,2,10,M,1,2,M
SO50811,782.99 €,12,7,7,30000,High School,Skilled Manual,1,2,10,M,0,3,F
SO50812,782.99 €,12,7,7,80000,Partial College,Skilled Manual,0,2,2,S,0,2,F
SO50813,2049.10 €,12,7,7,130000,Partial College,Professional,1,2,1,M,4,2,M
SO50814,2071.42 €,12,1,7,40000,High School,Skilled Manual,1,2,1,M,2,4,M
SO50815,2071.42 €,12,1,7,60000,Graduate Degree,Professional,1,0,5,M,2,3,F
SO50816,1000.44 €,12,1,7,20000,Partial College,Manual,1,1,1,M,0,2,F
SO50817,2181.56 €,12,1,7,20000,High School,Manual,1,1,1,S,2,2,F
SO50818,2181.56 €,12,1,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,F
SO50819,2071.42 €,12,1,7,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO50820,2049.10 €,12,1,7,70000,Partial College,Skilled Manual,1,3,11,M,4,5,F
SO50821,2071.42 €,12,1,7,10000,Partial High School,Clerical,1,2,2,M,1,2,M
SO50822,2049.10 €,12,1,7,30000,Partial College,Clerical,0,2,2,M,0,2,M
SO50823,2181.56 €,12,1,7,90000,Bachelors,Professional,0,3,11,S,0,0,F
SO50824,782.99 €,12,1,7,80000,Partial College,Skilled Manual,1,2,10,M,0,2,F
SO50825,2071.42 €,12,2,7,80000,Graduate Degree,Professional,0,0,1,S,0,2,F
SO50826,2181.56 €,12,2,7,30000,Partial College,Clerical,0,1,1,S,0,0,M
SO50827,1000.44 €,12,2,7,170000,Bachelors,Management,1,3,1,M,4,3,F
SO50828,2049.10 €,12,2,7,30000,Bachelors,Clerical,1,0,1,M,0,0,M
SO50829,782.99 €,12,2,7,150000,Bachelors,Management,0,3,1,S,5,4,M
SO50830,782.99 €,12,2,7,60000,High School,Professional,0,2,2,S,0,2,F
SO50831,782.99 €,12,2,7,150000,Partial College,Professional,0,2,1,S,2,1,F
SO50832,1000.44 €,12,2,7,70000,High School,Professional,1,0,10,S,3,4,F
SO50833,2071.42 €,12,2,7,70000,High School,Skilled Manual,1,2,10,S,0,2,F
SO50834,2443.35 €,12,2,7,100000,High School,Management,1,2,11,S,5,0,M
SO50835,2181.56 €,12,2,7,70000,Bachelors,Professional,0,2,1,S,0,0,F
SO50836,2049.10 €,12,3,7,60000,Bachelors,Skilled Manual,1,3,11,S,5,5,M
SO50837,2071.42 €,12,3,7,70000,Bachelors,Professional,1,2,5,M,2,4,F
SO50838,2071.42 €,12,3,7,80000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO50839,1000.44 €,12,3,7,170000,Bachelors,Management,1,3,1,M,4,4,F
SO50840,2181.56 €,12,3,7,30000,Partial College,Clerical,1,3,1,S,2,2,M
SO50841,2181.56 €,12,3,7,150000,High School,Professional,0,2,1,S,4,2,F
SO50842,2071.42 €,12,3,7,40000,Bachelors,Skilled Manual,1,0,2,M,1,1,M
SO50843,2049.10 €,12,3,7,30000,Partial College,Clerical,1,1,1,S,3,3,F
SO50844,782.99 €,12,3,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,F
SO50845,2181.56 €,12,3,7,70000,Graduate Degree,Professional,1,1,1,M,0,1,F
SO50846,2443.35 €,12,3,7,40000,High School,Skilled Manual,0,2,2,S,0,0,F
SO50847,782.99 €,12,3,7,60000,Graduate Degree,Management,1,2,10,M,0,2,M
SO50848,782.99 €,12,3,7,60000,Partial High School,Skilled Manual,1,2,10,S,0,2,M
SO50849,2049.10 €,12,3,7,30000,Partial College,Clerical,0,2,10,M,0,2,M
